n c 
  4.030e+06 -8.613e-3 
  4.030e+06 -8.613e-3 
  4.030e+06 -8.613e-3 
  4.030e+06 -8.613e-3 
  4.030e+06 -8.613e-3 
  4.031e+06 -8.613e-3 
  4.031e+06 -8.613e-3 
  4.031e+06 -8.613e-3 
  4.031e+06 -8.613e-3 
  4.031e+06 -8.613e-3 
  4.031e+06 -8.613e-3 
  4.031e+06 -8.613e-3 
  4.031e+06 -8.613e-3 
  4.031e+06 -8.613e-3 
  4.032e+06 -8.613e-3 
  4.032e+06 -8.613e-3 
  4.032e+06 -8.613e-3 
  4.032e+06 -8.613e-3 
  4.032e+06 -8.613e-3 
  4.032e+06 -8.613e-3 
  4.032e+06 -8.613e-3 
  4.032e+06 -8.613e-3 
  4.032e+06 -8.613e-3 
  4.032e+06 -8.613e-3 
  4.032e+06 -8.613e-3 
  4.033e+06 -8.613e-3 
  4.033e+06 -8.613e-3 
  4.033e+06 -8.613e-3 
  4.033e+06 -8.613e-3 
  4.033e+06 -8.613e-3 
  4.033e+06 -8.613e-3 
  4.033e+06 -8.613e-3 
  4.033e+06 -8.613e-3 
  4.033e+06 -8.613e-3 
  4.034e+06 -8.613e-3 
  4.034e+06 -8.613e-3 
  4.034e+06 -8.613e-3 
  4.034e+06 -8.613e-3 
  4.034e+06 -8.613e-3 
  4.034e+06 -8.613e-3 
  4.034e+06 -8.613e-3 
  4.034e+06 -8.613e-3 
  4.034e+06 -8.613e-3 
  4.034e+06 -8.613e-3 
  4.034e+06 -8.613e-3 
  4.035e+06 -8.613e-3 
  4.035e+06 -8.613e-3 
  4.035e+06 -8.613e-3 
  4.035e+06 -8.613e-3 
  4.035e+06 -8.613e-3 
  4.035e+06 -8.613e-3 
  4.035e+06 -8.613e-3 
  4.035e+06 -8.613e-3 
  4.035e+06 -8.613e-3 
  4.036e+06 -8.613e-3 
  4.036e+06 -8.613e-3 
  4.036e+06 -8.613e-3 
  4.036e+06 -8.613e-3 
  4.036e+06 -8.613e-3 
  4.036e+06 -8.613e-3 
  4.036e+06 -8.613e-3 
  4.036e+06 -8.613e-3 
  4.036e+06 -8.613e-3 
  4.036e+06 -8.613e-3 
  4.036e+06 -8.613e-3 
  4.037e+06 -8.613e-3 
  4.037e+06 -8.613e-3 
  4.037e+06 -8.613e-3 
  4.037e+06 -8.613e-3 
  4.037e+06 -8.613e-3 
  4.037e+06 -8.613e-3 
  4.037e+06 -8.613e-3 
  4.037e+06 -8.613e-3 
  4.037e+06 -8.613e-3 
  4.038e+06 -8.613e-3 
  4.038e+06 -8.613e-3 
  4.038e+06 -8.613e-3 
  4.038e+06 -8.613e-3 
  4.038e+06 -8.613e-3 
  4.038e+06 -8.613e-3 
  4.038e+06 -8.613e-3 
  4.038e+06 -8.613e-3 
  4.038e+06 -8.613e-3 
  4.038e+06 -8.613e-3 
  4.038e+06 -8.613e-3 
  4.039e+06 -8.613e-3 
  4.039e+06 -8.613e-3 
  4.039e+06 -8.613e-3 
  4.039e+06 -8.613e-3 
  4.039e+06 -8.613e-3 
  4.039e+06 -8.613e-3 
  4.039e+06 -8.613e-3 
  4.039e+06 -8.613e-3 
  4.039e+06 -8.613e-3 
  4.040e+06 -8.613e-3 
  4.040e+06 -8.613e-3 
  4.040e+06 -8.613e-3 
  4.040e+06 -8.613e-3 
  4.040e+06 -8.613e-3 
  4.040e+06 -8.613e-3 
  4.040e+06 -8.613e-3 
  4.040e+06 -8.613e-3 
  4.040e+06 -8.613e-3 
  4.040e+06 -8.613e-3 
  4.040e+06 -8.613e-3 
  4.041e+06 -8.613e-3 
  4.041e+06 -8.613e-3 
  4.041e+06 -8.613e-3 
  4.041e+06 -8.613e-3 
  4.041e+06 -8.613e-3 
  4.041e+06 -8.613e-3 
  4.041e+06 -8.613e-3 
  4.041e+06 -8.613e-3 
  4.041e+06 -8.613e-3 
  4.042e+06 -8.613e-3 
  4.042e+06 -8.613e-3 
  4.042e+06 -8.613e-3 
  4.042e+06 -8.613e-3 
  4.042e+06 -8.613e-3 
  4.042e+06 -8.613e-3 
  4.042e+06 -8.613e-3 
  4.042e+06 -8.613e-3 
  4.042e+06 -8.613e-3 
  4.042e+06 -8.613e-3 
  4.042e+06 -8.613e-3 
  4.043e+06 -8.613e-3 
  4.043e+06 -8.613e-3 
  4.043e+06 -8.613e-3 
  4.043e+06 -8.613e-3 
  4.043e+06 -8.613e-3 
  4.043e+06 -8.613e-3 
  4.043e+06 -8.613e-3 
  4.043e+06 -8.613e-3 
  4.043e+06 -8.613e-3 
  4.044e+06 -8.613e-3 
  4.044e+06 -8.613e-3 
  4.044e+06 -8.613e-3 
  4.044e+06 -8.613e-3 
  4.044e+06 -8.613e-3 
  4.044e+06 -8.613e-3 
  4.044e+06 -8.613e-3 
  4.044e+06 -8.613e-3 
  4.044e+06 -8.613e-3 
  4.044e+06 -8.613e-3 
  4.044e+06 -8.613e-3 
  4.045e+06 -8.613e-3 
  4.045e+06 -8.613e-3 
  4.045e+06 -8.613e-3 
  4.045e+06 -8.613e-3 
  4.045e+06 -8.613e-3 
  4.045e+06 -8.613e-3 
  4.045e+06 -8.613e-3 
  4.045e+06 -8.613e-3 
  4.045e+06 -8.613e-3 
  4.046e+06 -8.613e-3 
  4.046e+06 -8.613e-3 
  4.046e+06 -8.613e-3 
  4.046e+06 -8.613e-3 
  4.046e+06 -8.613e-3 
  4.046e+06 -8.613e-3 
  4.046e+06 -8.613e-3 
  4.046e+06 -8.613e-3 
  4.046e+06 -8.613e-3 
  4.046e+06 -8.613e-3 
  4.046e+06 -8.613e-3 
  4.047e+06 -8.613e-3 
  4.047e+06 -8.613e-3 
  4.047e+06 -8.613e-3 
  4.047e+06 -8.613e-3 
  4.047e+06 -8.613e-3 
  4.047e+06 -8.613e-3 
  4.047e+06 -8.613e-3 
  4.047e+06 -8.613e-3 
  4.047e+06 -8.613e-3 
  4.048e+06 -8.613e-3 
  4.048e+06 -8.613e-3 
  4.048e+06 -8.613e-3 
  4.048e+06 -8.613e-3 
  4.048e+06 -8.613e-3 
  4.048e+06 -8.613e-3 
  4.048e+06 -8.613e-3 
  4.048e+06 -8.613e-3 
  4.048e+06 -8.613e-3 
  4.048e+06 -8.613e-3 
  4.048e+06 -8.613e-3 
  4.049e+06 -8.613e-3 
  4.049e+06 -8.613e-3 
  4.049e+06 -8.613e-3 
  4.049e+06 -8.613e-3 
  4.049e+06 -8.613e-3 
  4.049e+06 -8.613e-3 
  4.049e+06 -8.613e-3 
  4.049e+06 -8.613e-3 
  4.049e+06 -8.613e-3 
  4.050e+06 -8.613e-3 
  4.050e+06 -8.613e-3 
  4.050e+06 -8.613e-3 
  4.050e+06 -8.613e-3 
  4.050e+06 -8.613e-3 
  4.050e+06 -8.613e-3 
